"address","city","country_code","domain","fid","kgmid","latitude","longitude","neighborhood","phone","phone_unformatted","place_id","popular_times_weekly/0/close","popular_times_weekly/0/day","popular_times_weekly/0/open","popular_times_weekly/1/close","popular_times_weekly/1/day","popular_times_weekly/1/open","popular_times_weekly/2/close","popular_times_weekly/2/day","popular_times_weekly/2/open","popular_times_weekly/3/close","popular_times_weekly/3/day","popular_times_weekly/3/open","popular_times_weekly/4/close","popular_times_weekly/4/day","popular_times_weekly/4/open","popular_times_weekly/5/close","popular_times_weekly/5/day","popular_times_weekly/5/open","popular_times_weekly/6/close","popular_times_weekly/6/day","popular_times_weekly/6/open","popular_times_weekly/7/close","popular_times_weekly/7/day","popular_times_weekly/7/open","postal_code","reviews_count","state","street","title","total_score","website"
"73 Sultan Gate, Permata Singapore, Singapore 198497","Singapore","SG",,"0x31da19eb6f2b5979:0x4947ec829a7084d4","/g/11pc1m95nf",,,"73 Sultan Gate","+6590829941","9082 9941","ChIJeVkrb-sZ2jER1IRwmoLsR0k","2:30pm","Monday","12","2:30pm","Sunday","12","2:30pm","Saturday","12","2:30pm","Friday","12","2:30pm","Thursday","12","2:30pm","Wednesday","12","2:30pm","Tuesday","12","2:30pm","Monday","12","198497","679",,"73 Sultan Gate","Permata Singapore",,
"31 Arab St, Ratu Lemper, Singapore 199730","Singapore","SG",,"0x31da19b1040b4959:0xc86e898dcc5fb2e","/g/11crzzv42w",,,"31 Arab St","+6598132450","9813 2450","ChIJWUkLBLEZ2jERLvvF3Jjohgw",,"Monday",,"6pm","Sunday","10am","6pm","Saturday","10am","6pm","Friday","10am","6pm","Thursday","10am","6pm","Wednesday","10am","6pm","Tuesday","10am",,"Monday",,"199730","113",,"31 Arab St","Ratu Lemper",,
"1 Pasir Ris Cl, #02-110 D'Bakmie & D'Cendol Downtown East, E!Hub@Downtown East 1, Singapore 519599","Singapore","SG",,"0x31da3dfeeb1876c5:0x2dd9302d5909580e","/g/11tcw465l9",,,"1 Pasir Ris Cl, #02-110 E!Hub@Downtown East 1",,,"ChIJxXYY6_492jERDlgJWS0w2S0","9:30pm","Monday","10am","9:30pm","Sunday","10am","9:30pm","Saturday","10am","9:30pm","Friday","10am","9:30pm","Thursday","10am","9:30pm","Wednesday","10am","9:30pm","Tuesday","10am","9:30pm","Monday","10am","519599","90",,"1 Pasir Ris Cl, #02-110 E!Hub@Downtown East 1","D'Bakmie & D'Cendol Downtown East",,
"94 Lor 4 Toa Payoh, #01-22 THREE. by Garamika, Singapore 310094","Singapore","SG",,"0x31da176a6ec198c3:0xe0cbad1787b9d7c4","/g/11k581v0qb","1.3388227","103.8496748","94 Lor 4 Toa Payoh, #01-22","+6580271333","8027 1333","ChIJw5jBbmoX2jERxNe5hxety-A","3pm","Monday","11am","3pm","Monday","11am",,,,,,,,,,,,,,,,,,,"310094",,,"94 Lor 4 Toa Payoh, #01-22","THREE. by Garamika",,
"30 Bali Ln, KULON, Singapore 189866","Singapore","SG",,"0x31da19b412e46883:0xa427c00a224fab63","/g/11hs3v1bn1","1.3012255","103.8584004","30 Bali Ln","+6569294686","6929 4686","ChIJg2jkErQZ2jERY6tPIgrAJ6Q",,"Monday",,,"Monday",,,,,,,,,,,,,,,,,,,,"189866",,,"30 Bali Ln","KULON",,
"54 Zion Rd, IndoChili, Singapore 247779","Singapore","SG",,"0x31da19836ef50bb9:0x8e73d74c5232aa12","/g/11rvw520n","1.2929351","103.831227","54 Zion Rd","+6589228185","8922 8185","ChIJuQv1boMZ2jEREqoyUkzXc44","3pm","Monday","11:30am","3pm","Monday","11:30am",,,,,,,,,,,,,,,,,,,"247779",,,"54 Zion Rd","IndoChili",,
"304 Orchard Rd, #01-45 Paris Van Java, Lucky Plaza, Singapore 238863","Singapore","SG",,"0x31da19004bf68a03:0x232bd452cb131835","/g/11trh_0q5w","1.3045795","103.8340621","304 Orchard Rd, #01-45 Lucky Plaza","+6565399313","6539 9313","ChIJA4r2SwAZ2jERNRgTy1LUKyM","9pm","Monday","11am","9pm","Monday","11am",,,,,,,,,,,,,,,,,,,"238863",,,"304 Orchard Rd, #01-45 Lucky Plaza","Paris Van Java",,
"6 Raffles Blvd, #02-201 Makan Makan, Singapore 039594","Singapore","SG",,"0x31da19252670010f:0x7ce44654e3752159","/g/11rydxypxv","1.2912061","103.8576768","6 Raffles Blvd, #02-201","+6562529848","6252 9848","ChIJDwFwJiUZ2jERWSF141RG5Hw","4pm","Monday","11am","4pm","Monday","11am",,,,,,,,,,,,,,,,,,,"039594",,,"6 Raffles Blvd, #02-201","Makan Makan",,
"Altez / Icon Village Extension, 16 Enggor St, #01-10 Bara Food Tanjong Pagar, Singapore 079717","Singapore","SG",,"0x31da1970b386aa81:0x3fe1694d371af197","/g/11frj609q2","1.2744873","103.8443179","Altez / Icon Village Extension, 16 Enggor St, #01-10","+6581826876","8182 6876","ChIJgaqGs3AZ2jERl_EaN01p4T8","8pm","Monday","8am","8pm","Monday","8am",,,,,,,,,,,,,,,,,,,"079717",,,"Altez / Icon Village Extension, 16 Enggor St, #01-10","Bara Food Tanjong Pagar",,
"Lucky Plaza, 304 Orchard Rd, #01-42 Bebek Goreng Pak Ndut @Lucky Plaza, Orchard, Singapore 238863","Singapore","SG",,"0x31da199270bd8a55:0x3ce988ae33fdb9ab","/g/11g7zgnwrj","1.3045755","103.8340344","Lucky Plaza, 304 Orchard Rd, #01-42 Orchard","+6567344787","6734 4787","ChIJVYq9cJIZ2jERq7n9M66I6Tw","9:30pm","Monday","11am","9:30pm","Monday","11am",,,,,,,,,,,,,,,,,,,"238863",,,"Lucky Plaza, 304 Orchard Rd, #01-42 Orchard","Bebek Goreng Pak Ndut @Lucky Plaza",,
"304 Orchard Rd, #04-61/62 INDONESIA BOLEH, Singapore 238863","Singapore","SG",,"0x31da19005009d5df:0xc4786cf40756eece","/g/11xly5wwf3","1.3045755","103.8340344","304 Orchard Rd, #04-61/62","+6587863687","8786 3687","ChIJ39UJUAAZ2jERzu5WB_RseMQ","7:30pm","Monday","10:30am","7:30pm","Monday","10:30am",,,,,,,,,,,,,,,,,,,"238863",,,"304 Orchard Rd, #04-61/62","INDONESIA BOLEH",,
"304 Orchard Rd, #03-39 Manise Indo Cuisine - Lucky Plaza, Lucky Plaza, Singapore 238863","Singapore","SG",,"0x31da13b9a77809c5:0xa8dcbf7f832e6b","/g/11tfx4q40d","1.3045795","103.8340621","304 Orchard Rd, #03-39 Lucky Plaza","+6594577363","9457 7363","ChIJxQl4p7kT2jERay6Df7_cqAA","7:30pm","Monday","11am","7:30pm","Monday","11am",,,,,,,,,,,,,,,,,,,"238863",,,"304 Orchard Rd, #03-39 Lucky Plaza","Manise Indo Cuisine - Lucky Plaza",,
"371 Beach Rd, #02-28 Palapa Indonesian Fast Food, City Gate, Singapore 199597","Singapore","SG",,"0x31da193f0b67dd21:0xde3cee62b0aa0c7b","/g/11y5gdwcr1","1.3023209","103.8623237","371 Beach Rd, #02-28 City Gate",,,"ChIJId1nCz8Z2jERewyqsGLuPN4","9pm","Monday","11am","9pm","Monday","11am",,,,,,,,,,,,,,,,,,,"199597",,,"371 Beach Rd, #02-28 City Gate","Palapa Indonesian Fast Food",,
"17 Petir Rd, #B2-57/58 Ayam Penyet President, Singapore 678278","Singapore","SG",,"0x31da11bb500fb449:0x1e834a4b6efe44d2","/g/11dx9x1xg_","1.3784644","103.7636339","17 Petir Rd, #B2-57/58","+6562655945","6265 5945","ChIJSbQPULsR2jER0kT-bktKgx4","9pm","Monday","7:30am","9pm","Monday","7:30am",,,,,,,,,,,,,,,,,,,"678278",,,"17 Petir Rd, #B2-57/58","Ayam Penyet President",,
"14 Scotts Rd, #01-23 Indo Rasa Singapore, Far East Plaza, Singapore 228213","Singapore","SG",,"0x31da19a9093e5909:0x9cb1c2afe10eeec4","/g/11sss93fls","1.3073044","103.8333325","14 Scotts Rd, #01-23 Far East Plaza","+6597202721","9720 2721","ChIJCVk-CakZ2jERxO4O4a_CsZw","9pm","Monday","10am","9pm","Monday","10am",,,,,,,,,,,,,,,,,,,"228213",,,"14 Scotts Rd, #01-23 Far East Plaza","Indo Rasa Singapore",,
"162 Rochor Rd, Warung Leko, Singapore 188437","Singapore","SG",,"0x31da19007c4e6f23:0x55ec356d022a2f71","/g/11yj7t00fp","1.3008967","103.8553637","162 Rochor Rd","+6585037499","8503 7499","ChIJI29OfAAZ2jERcS8qAm017FU","10pm","Monday","11am","10pm","Monday","11am",,,,,,,,,,,,,,,,,,,"188437",,,"162 Rochor Rd","Warung Leko",,
"23 Serangoon Central, #01-57 Ayam Penyet Ria - Nex, NEX, Singapore 556083","Singapore","SG",,"0x31da172db057dda3:0x14dfcc27d35b636","/g/11s3wg6s02","1.349972","103.8731256","23 Serangoon Central, #01-57 NEX","+6566772011","6677 2011","ChIJo91XsC0X2jERNrY1fcL8TQE","9:30pm","Monday","11am","9:30pm","Monday","11am",,,,,,,,,,,,,,,,,,,"556083",,,"23 Serangoon Central, #01-57 NEX","Ayam Penyet Ria - Nex",,
"6 Jalan Bukit Merah, #01-01 Dapur Indah Indonesian Food, ABC Brickworks Market & Food Centre, Singapore 150006","Singapore","SG",,"0x31da1b00705b7ab5:0xfc006678b367a83d","/g/11w90102s8","1.2869047","103.8081551","6 Jalan Bukit Merah, #01-01 ABC Brickworks Market & Food Centre",,,"ChIJtXpbcAAb2jERPahns3hmAPw",,"Monday",,,"Monday",,,,,,,,,,,,,,,,,,,,"150006",,,"6 Jalan Bukit Merah, #01-01 ABC Brickworks Market & Food Centre","Dapur Indah Indonesian Food",,
"block 462 Crawford Ln, Impian Wahyu, Singapore 190462","Singapore","SG",,"0x31da19b9b7a17217:0x6a5cde6b75db03e8","/g/11cn0467mc","1.3048687","103.8616632","block 462 Crawford Ln","+6581207192","8120 7192","ChIJF3Kht7kZ2jER6APbdWveXGo","6pm","Monday","11am","6pm","Monday","11am",,,,,,,,,,,,,,,,,,,"190462",,,"block 462 Crawford Ln","Impian Wahyu",,
"601 MacPherson Rd, #01-61 WARUNG IJO | VEGETARIAN | VEGAN | INDONESIAN CUISINES | NO ALCOHOL | NO ONION GARLIC, Grantral Mall Tai Seng, Singapore 368242","Singapore","SG",,"0x31da1949d857c60d:0x52f4188e45fd31c","/g/11h4qmbw93","1.3338869","103.8881309","601 MacPherson Rd, #01-61 Grantral Mall Tai Seng","+6588578600","8857 8600","ChIJDcZX2EkZ2jERHNNf5IhBLwU","3pm","Monday","11am","3pm","Monday","11am",,,,,,,,,,,,,,,,,,,"368242",,,"601 MacPherson Rd, #01-61 Grantral Mall Tai Seng","WARUNG IJO | VEGETARIAN | VEGAN | INDONESIAN CUISINES | NO ALCOHOL | NO ONION GARLIC",,
"14 Scotts Rd, #05-22/23 Pondok Jawa Timur, Far East Plaza, Singapore 228213","Singapore","SG",,"0x31da19b0d446610d:0x3ad23ff6ed7de527","/g/11b6_nqh4h","1.3075867","103.8335336","14 Scotts Rd, #05-22/23 Far East Plaza","+6568845853","6884 5853","ChIJDWFG1LAZ2jERJ-V97fY_0jo","8pm","Monday","11am","8pm","Sunday","10am","9pm","Saturday","11am","9pm","Friday","11am","8pm","Thursday","11am","8pm","Wednesday","11am","8pm","Tuesday","11am","8pm","Monday","11am","228213","777",,"14 Scotts Rd, #05-22/23 Far East Plaza","Pondok Jawa Timur","4.4",
"290 Jln Besar, 290 Indonesia Melayu Food, Singapore 208953","Singapore","SG",,"0x31da19f62c5a47cd:0xb8802772e0717230","/g/11g_z8b4_9","1.3107278","103.8588865","290 Jln Besar","+6591449122","9144 9122","ChIJzUdaLPYZ2jERMHJx4HIngLg","24 hours","Monday","24 hours","24 hours","Sunday","24 hours","24 hours","Saturday","24 hours","24 hours","Friday","24 hours","24 hours","Thursday","24 hours","24 hours","Wednesday","24 hours","24 hours","Tuesday","24 hours","24 hours","Monday","24 hours","208953","30",,"290 Jln Besar","290 Indonesia Melayu Food","4.5",
"3 Gateway Dr, #B1-11 Bebek Goreng Pak Ndut @Westgate, Westgate, Singapore 608532","Singapore","SG",,"0x31da1151af263f5f:0xa2517cc82d442a52","/g/11j4mw73r2","1.3337357","103.7425365","3 Gateway Dr, #B1-11 Westgate","+6565654787","6565 4787","ChIJXz8mr1ER2jERUipELch8UaI","9:30pm","Monday","11am","9:30pm","Sunday","11am","9:30pm","Saturday","11am","9:30pm","Friday","11am","9:30pm","Thursday","11am","9:30pm","Wednesday","11am","9:30pm","Tuesday","11am","9:30pm","Monday","11am","608532","560",,"3 Gateway Dr, #B1-11 Westgate","Bebek Goreng Pak Ndut @Westgate","4.5",
"290 Orchard Rd, #B1 - 44 Tambuah Mas Indonesian Restaurant Paragon Orchard | Michelin Guide, Paragon, Singapore 238859","Singapore","SG",,"0x31da1992320efb97:0x4f68b1b22f90990f","/g/1tj86z1_","1.3036434","103.8349946","290 Orchard Rd, #B1 - 44 Paragon","+6588262181","8826 2181","ChIJl_sOMpIZ2jERD5mQL7KxaE8","10pm","Monday","11am","10pm","Sunday","11am","10pm","Saturday","11am","10pm","Friday","11am","10pm","Thursday","11am","10pm","Wednesday","11am","10pm","Tuesday","11am","10pm","Monday","11am","238859","1102",,"290 Orchard Rd, #B1 - 44 Paragon","Tambuah Mas Indonesian Restaurant Paragon Orchard | Michelin Guide","4.1",
"117 Aljunied Ave 2, #01-06 Indonesian Food House, Singapore 380117","Singapore","SG",,"0x31da1823c27ac89b:0x771e6fb914d843ef","/g/11hbg8vcmd","1.3208431","103.8868911","117 Aljunied Ave 2, #01-06",,,"ChIJm8h6wiMY2jER70PYFLlvHnc","11am","Monday","6:30","11am","Sunday","6:30","11am","Saturday","6:30","11am","Friday","6:30","11am","Thursday","6:30","11am","Wednesday","6:30","11am","Tuesday","6:30","11am","Monday","6:30","380117","37",,"117 Aljunied Ave 2, #01-06","Indonesian Food House","4.5",
"50 Tras St, Cumi Bali, Singapore 078989","Singapore","SG",,"0x31da196d447f0e0f:0xa1bfeb8cfb7ee197","/g/1vs1pcp6","1.2781374","103.844249","50 Tras St","+6562206619","6220 6619","ChIJDw5_RG0Z2jERl-F--4zrv6E","2:30pm","Monday","11:30am","2:30pm","Sunday","11:30am","2:30pm","Saturday","11:30am","2:30pm","Friday","11:30am","2:30pm","Thursday","11:30am","2:30pm","Wednesday","11:30am","2:30pm","Tuesday","11:30am","2:30pm","Monday","11:30am","078989","724",,"50 Tras St","Cumi Bali","4.1",
"44 Kandahar St, Bumbu Restaurant, Singapore 198897","Singapore","SG",,"0x31da19b122a36dfd:0xe888a54734731ea7","/g/1tf7v78b","1.3018761","103.8599942","44 Kandahar St","+6563928628","6392 8628","ChIJ_W2jIrEZ2jERpx5zNEeliOg",,"Monday",,"3pm","Sunday","11am","3pm","Saturday","11am","3pm","Friday","11am","3pm","Thursday","11am","3pm","Wednesday","11am","3pm","Tuesday","11am",,"Monday",,"198897","606",,"44 Kandahar St","Bumbu Restaurant","4.4",
"6 Eu Tong Sen St, #02-72 to 75/77/92 Rendezvous Restaurant Hock Lock Kee, The Central, Singapore 059817","Singapore","SG",,"0x31da190a9bbec0d7:0x35b0563210393588","/g/11r97xg_w","1.289174","103.846216","6 Eu Tong Sen St, #02-72 to 75/77/92 The Central","+6563397508","6339 7508","ChIJ18C-mwoZ2jERiDU5EDJWsDU","8:30pm","Monday","11:30am","8:30pm","Sunday","11:30am","8:30pm","Saturday","11:30am","8:30pm","Friday","11:30am","8:30pm","Thursday","11:30am","8:30pm","Wednesday","11:30am","8:30pm","Tuesday","11:30am","8:30pm","Monday","11:30am","059817","648",,"6 Eu Tong Sen St, #02-72 to 75/77/92 The Central","Rendezvous Restaurant Hock Lock Kee","4.2",
"1 Pasir Ris Cl, #01-104 D'Penyetz - Downtown East, Singapore 519599","Singapore","SG",,"0x31da3d47ce894975:0xfd917d2afb1ead67","/g/11lgjnkvdl","1.3762197","103.9556301","1 Pasir Ris Cl, #01-104",,,"ChIJdUmJzkc92jERZ60e-yp9kf0","9:30pm","Monday","11am","9:30pm","Sunday","11am","9:30pm","Saturday","11am","9:30pm","Friday","11am","9:30pm","Thursday","11am","9:30pm","Wednesday","11am","9:30pm","Tuesday","11am","9:30pm","Monday","11am","519599","252",,"1 Pasir Ris Cl, #01-104","D'Penyetz - Downtown East","4.3",
"18 & 18A Kandahar Street, Rumah Makan Minang - Kandahar Street, Singapore 198884","Singapore","SG",,"0x31da19b126f40b5d:0xf5b1f9ae92a2f622","/g/1tj30ms4","1.3022991","103.8595966","18 & 18A Kandahar Street","+6569777064","6977 7064","ChIJXQv0JrEZ2jERIvaikq75sfU","6:30pm","Monday","7:30am","6:30pm","Sunday","7:30am","6:30pm","Saturday","7:30am","6:30pm","Friday","7:30am","6:30pm","Thursday","7:30am","6:30pm","Wednesday","7:30am","6:30pm","Tuesday","7:30am","6:30pm","Monday","7:30am","198884","1529",,"18 & 18A Kandahar Street","Rumah Makan Minang - Kandahar Street","4.3",
"23 Serangoon Central, #01-57 WAYANG - NEX, NEX, Singapore 556083","Singapore","SG",,"0x31da1960d52ccefb:0x50ade511c51c851b","/g/11txnxk6_q","1.3507142","103.872392","23 Serangoon Central, #01-57 NEX","+6566772011","6677 2011","ChIJ-84s1WAZ2jERG4UcxRHlrVA","9pm","Monday","11am","9pm","Sunday","11am","9pm","Saturday","11am","9pm","Friday","11am","9pm","Thursday","11am","9pm","Wednesday","11am","9pm","Tuesday","11am","9pm","Monday","11am","556083","140",,"23 Serangoon Central, #01-57 NEX","WAYANG - NEX","4.5",
"2 Tampines Central 5, #B1-20 Ayam Penyet President - Century Square Tampines, Century Square, Singapore 529509","Singapore","SG",,"0x31da3d11893d3b8f:0x79fe1217a808b049","/g/11b76v5qhz","1.352505","103.9439658","2 Tampines Central 5, #B1-20 Century Square","+6562602469","6260 2469","ChIJjzs9iRE92jERSbAIqBcS_nk","9pm","Monday","11:30am","9pm","Sunday","11am","9:30pm","Saturday","11am","9:30pm","Friday","11:30am","9pm","Thursday","11:30am","9pm","Wednesday","11:30am","9pm","Tuesday","11:30am","9pm","Monday","11:30am","529509","1256",,"2 Tampines Central 5, #B1-20 Century Square","Ayam Penyet President - Century Square Tampines","4.6",
"10 Eunos Rd 8, B1-130 Bebek Goreng Pak Ndut @SingPost Centre, SingPost Centre, Singapore 408600","Singapore","SG",,"0x31da19005131c12f:0x6273d46dbdf09312","/g/11w37__7bw","1.3189418","103.8944605","10 Eunos Rd 8, B1-130 SingPost Centre","+6565137787","6513 7787","ChIJL8ExUQAZ2jEREpPwvW3Uc2I","9:30pm","Monday","11am","9:30pm","Sunday","11am","9:30pm","Saturday","11am","9:30pm","Friday","11am","9:30pm","Thursday","11am","9:30pm","Wednesday","11am","9:30pm","Tuesday","11am","9:30pm","Monday","11am","408600","263",,"10 Eunos Rd 8, B1-130 SingPost Centre","Bebek Goreng Pak Ndut @SingPost Centre","4.6",
"273 Tanjong Katong Rd, Ben’s Kitchen, Singapore 437056","Singapore","SG",,"0x31da1925bb4e735f:0x779b0d738e506706","/g/11k3wmcwxq","1.3070829","103.895667","273 Tanjong Katong Rd","+6560150232","6015 0232","ChIJX3NOuyUZ2jERBmdQjnMNm3c","3pm","Monday","11am","9pm","Sunday","11am","9pm","Saturday","11am","3pm","Friday","11am","3pm","Thursday","11am","3pm","Wednesday","11am","3pm","Tuesday","11am","3pm","Monday","11am","437056","378",,"273 Tanjong Katong Rd","Ben’s Kitchen","4.3",
"11 Jln Pisang, Hjh Maimunah Restaurant and Catering, Singapore 199078","Singapore","SG",,"0x31da19b72d5852b7:0xa32d8c892f4a6229","/g/1tkqxsy2","1.303149","103.8585258","11 Jln Pisang","+6562974294","6297 4294","ChIJt1JYLbcZ2jERKWJKL4mMLaM","7pm","Monday","7:30am",,"Sunday",,"7pm","Saturday","7:30am","7pm","Friday","7:30am","7pm","Thursday","7:30am","7pm","Wednesday","7:30am","7pm","Tuesday","7:30am","7pm","Monday","7:30am","199078","3357",,"11 Jln Pisang","Hjh Maimunah Restaurant and Catering","4.5",
"Telok Ayer St, #88 - 90 Pagi Sore Indonesian Restaurant (Family Business in Singapore since 1989), Singapore 048470","Singapore","SG",,"0x31da190c45674969:0x32ead82129cb068b","/g/1v_n913p","1.2826195","103.8486534","Telok Ayer St, #88 - 90","+6562256002","6225 6002","ChIJaUlnRQwZ2jERiwbLKSHY6jI","2pm","Monday","11:30am","2pm","Sunday","11:30am","2pm","Saturday","11:30am","2pm","Friday","11:30am","2pm","Thursday","11:30am","2pm","Wednesday","11:30am","2pm","Tuesday","11:30am","2pm","Monday","11:30am","048470","608",,"Telok Ayer St, #88 - 90","Pagi Sore Indonesian Restaurant (Family Business in Singapore since 1989)","4.1",
"151 Lorong Chuan, #01-24 D'Penyetz Lorong Chuan, Singapore 556741","Singapore","SG",,"0x31da1750bdf39553:0x9829e7011a2388d6","/g/11r36grjtf","1.3512459","103.8616769","151 Lorong Chuan, #01-24",,,"ChIJU5XzvVAX2jER1ogjGgHnKZg","8:30pm","Monday","11am","8:30pm","Sunday","11am","8:30pm","Saturday","11am","8:30pm","Friday","11am","8:30pm","Thursday","11am","8:30pm","Wednesday","11am","8:30pm","Tuesday","11am","8:30pm","Monday","11am","556741","133",,"151 Lorong Chuan, #01-24","D'Penyetz Lorong Chuan","4.1",
"930 Yishun Ave 2, B1-54 Ayam Penyet President, Northpoint City North Wing, Singapore 769098","Singapore","SG",,"0x31da146f818230eb:0x3f08f74d65860828","/g/11fx95kt_h","1.429265","103.8361212","930 Yishun Ave 2, B1-54 Northpoint City North Wing","+6562572991","6257 2991","ChIJ6zCCgW8U2jERKAiGZU33CD8","9pm","Monday","11:30am","9pm","Sunday","11am","9:30pm","Saturday","11am","9:30pm","Friday","11:30am","9pm","Thursday","11:30am","9pm","Wednesday","11:30am","9pm","Tuesday","11:30am","9pm","Monday","11:30am","769098","1395",,"930 Yishun Ave 2, B1-54 Northpoint City North Wing","Ayam Penyet President","4.4",
"40 Stamford Rd, #01-02 INDO EXPRESS PUNGGOL @ SMU, SMU Connexion, Singapore 178908","Singapore","SG",,"0x31da19007f2b8af7:0x250bd9a4cce3464a","/g/11yjjb_0lc","1.2953073","103.84948","40 Stamford Rd, #01-02 SMU Connexion","+6587678420","8767 8420","ChIJ94orfwAZ2jERSkbjzKTZCyU","7:30pm","Monday","11am","5pm","Sunday","10am",,"Saturday",,"7:30pm","Friday","11am","7:30pm","Thursday","11am","7:30pm","Wednesday","11am","7:30pm","Tuesday","11am","7:30pm","Monday","11am","178908","19",,"40 Stamford Rd, #01-02 SMU Connexion","INDO EXPRESS PUNGGOL @ SMU","4.7",
"304 Orchard Rd, #02-66/67 Minang House, Lucky Plaza, Singapore 238863","Singapore","SG",,"0x31da19926d40711d:0x7b0be1d0321bdd4b","/g/1wk7nd3c","1.3048263","103.8337223","304 Orchard Rd, #02-66/67 Lucky Plaza","+6568874702","6887 4702","ChIJHXFAbZIZ2jERS90bMtDhC3s","6pm","Monday","10:30am","6pm","Sunday","10:30am","6pm","Saturday","10:30am","6pm","Friday","10:30am","6pm","Thursday","10:30am","6pm","Wednesday","10:30am","6pm","Tuesday","10:30am","6pm","Monday","10:30am","238863","358",,"304 Orchard Rd, #02-66/67 Lucky Plaza","Minang House","4.4",
"68 S Bridge Rd, #01-01 Fangko House, Singapore 058698","Singapore","SG",,"0x31da190af2522f29:0x8b45498c96b4c314","/g/11lhzg2fw2","1.2872892","103.8480636","68 S Bridge Rd, #01-01","+6592318849","9231 8849","ChIJKS9S8goZ2jERFMO0loxJRYs","6pm","Monday","8am","6pm","Sunday","8am","11pm","Saturday","8am","11pm","Friday","8am","11pm","Thursday","8am","11pm","Wednesday","8am","8:30pm","Tuesday","8am","6pm","Monday","8am","058698","1564",,"68 S Bridge Rd, #01-01","Fangko House","4.7",
"51 Bencoolen St, #01-05 Putra Minang Restaurant Bencoolen, Singapore 189630","Singapore","SG",,"0x31da19faa330d147:0x815145de046b9fd8","/g/11p02qpf64","1.2994205","103.8505094","51 Bencoolen St, #01-05","+6582623535","8262 3535","ChIJR9Ewo_oZ2jER2J9rBN5FUYE","9pm","Monday","9am","9pm","Sunday","9am","9pm","Saturday","9am","9pm","Friday","9am","9pm","Thursday","9am","9pm","Wednesday","9am","9pm","Tuesday","9am","9pm","Monday","9am","189630","635",,"51 Bencoolen St, #01-05","Putra Minang Restaurant Bencoolen","4.3",
"405 Havelock Rd, Level 3 Kintamani Restaurant, Furama Riverfront, Singapore 169633","Singapore","SG",,"0x31da1977b165dfcd:0x536bab441be18fb7","/g/1tf7k223",,,"405 Havelock Rd, Level 3 Furama Riverfront","+6567396463","6739 6463","ChIJzd9lsXcZ2jERt4_hG0Sra1M","2:30pm","Monday","12","2:30pm","Sunday","12","2:30pm","Saturday","12","2:30pm","Friday","12","2:30pm","Thursday","12","2:30pm","Wednesday","12","2:30pm","Tuesday","12","2:30pm","Monday","12","169633","1.141",,"405 Havelock Rd, Level 3 Furama Riverfront","Kintamani Restaurant",,
"1 Kim Seng Promenade, B1-110/111 Tambuah Mas Great World | Halal Indonesian Restaurant, Great World, Singapore 237994","Singapore","SG",,"0x31da19a543cf7f43:0xca7549d7eacef751","/g/11fq_bb3w1",,,"1 Kim Seng Promenade, B1-110/111 Great World","+6587112181","8711 2181","ChIJQ3_PQ6UZ2jERUffO6tdJdco","10pm","Monday","11am","10pm","Sunday","11am","10pm","Saturday","11am","10pm","Friday","11am","10pm","Thursday","11am","10pm","Wednesday","11am","10pm","Tuesday","11am","10pm","Monday","11am","237994","454",,"1 Kim Seng Promenade, B1-110/111 Great World","Tambuah Mas Great World | Halal Indonesian Restaurant",,
"B2-K3, 15 Paya Lebar Rd, Papa Ayam PLQ Mall, Singapore 409049","Singapore","SG",,"0x31da19c0cfd0806f:0x8359b70230e090e5","/g/11k0695zyg",,,"B2-K3, 15 Paya Lebar Rd","+6586983921","8698 3921","ChIJb4DQz8AZ2jER5ZDgMAK3WYM","9:30pm","Monday","10:30am","9:30pm","Sunday","10:30am","9:30pm","Saturday","10:30am","9:30pm","Friday","10:30am","9:30pm","Thursday","10:30am","9:30pm","Wednesday","10:30am","9:30pm","Tuesday","10:30am","9:30pm","Monday","10:30am","409049","326",,"B2-K3, 15 Paya Lebar Rd","Papa Ayam PLQ Mall",,
"#01-19/23 Ayam Penyet President, Gantral Mall, Singapore",,"SG",,"0x31da1b864501ec71:0xbdabc5763b36cf80","/g/11st8h655j",,,"#01-19/23 Gantral Mall",,,"ChIJcewBRYYb2jERgM82O3bFq70","8:30pm","Monday","10:30am","8:30pm","Sunday","10:30am","8:30pm","Saturday","10:30am","8:30pm","Friday","10:30am","8:30pm","Thursday","10:30am","8:30pm","Wednesday","10:30am","8:30pm","Tuesday","10:30am","8:30pm","Monday","10:30am",,"287",,"#01-19/23 Gantral Mall","Ayam Penyet President",,
"31 Arab St, Ratu Lemper, Singapore 199730","Singapore","SG",,"0x31da19b1040b4959:0xc86e898dcc5fb2e","/g/11crzzv42w",,,"31 Arab St","+6598132450","9813 2450","ChIJWUkLBLEZ2jERLvvF3Jjohgw",,"Monday",,"6pm","Sunday","10am","6pm","Saturday","10am","6pm","Friday","10am","6pm","Thursday","10am","6pm","Wednesday","10am","6pm","Tuesday","10am",,"Monday",,"199730","113",,"31 Arab St","Ratu Lemper",,
