"address","category","city","cms","contactability_score","copyright_year","country","email","email_source","has_contact_form","has_ssl","has_tracking","is_permanently_closed","latitude","lead_priority","longitude","maps_url","mobile_friendly","name","opening_hours","opening_hours/0","opening_hours/1","opening_hours/2","opening_hours/3","opening_hours/4","opening_hours/5","opening_hours/6","opportunity_count","opportunity_tags/0","opportunity_tags/1","phone","place_id","price_level","rating","review_count","scraped_at","site_reachable","social_links/facebook","social_links/instagram","social_links/linkedin","social_links/tiktok","social_links/twitter","social_links/youtube","tracking_tools/0","tracking_tools/1","website","website_type"
"16 Collyer Quay, #02-10, Centre 049318","Indonesian restaurant","#02-10",,"25",,"Centre 049318",,,"false","true","false","false","1.2840798","warm","103.8525004","https://www.google.com/maps/place/Warung+M.+Nasir/data=!4m7!3m6!1s0x31da19975168520d:0xecc92addd7abed6b!8m2!3d1.2840798!4d103.8525004!16s%2Fg%2F1tdpcqn7!19sChIJDVJoUZcZ2jERa-2r190qyew",,"Warung M. Nasir",,"Monday: 10 AM–3:30 PM","Tuesday: 10:30 AM–3:30 PM","Wednesday: 10 AM–3:30 PM","Thursday: 10 AM–3:30 PM","Friday: 10 AM–3:30 PM","Saturday: Closed","Sunday: Closed","1","needs_website",,"+65 9010 5188","ChIJDVJoUZcZ2jERa-2r190qyew",,"4","435","2026-08-17T12:53:27.453499+00:00","false",,,,,,,,,"https://m.facebook.com/Warung-M-Nasir-166493446756104/","social"
"35 Scotts Rd, Singapore 228227","Nyonya restaurant","35 Scotts Rd",,"40",,"Singapore 228227",,,"false","true","false","false","1.3111111","cold","103.8355556","https://www.google.com/maps/place/INDOCAF%C3%89+-+Peranakan+Dining/data=!4m7!3m6!1s0x31da19edb688e0c7:0x5dec7da885a919e1!8m2!3d1.3111111!4d103.8355556!16s%2Fg%2F1thx1k4j!19sChIJx-CItu0Z2jER4Rmphah97F0",,"INDOCAFÉ - Peranakan Dining",,,,,,,,,"0",,,"+65 9430 7307","ChIJx-CItu0Z2jER4Rmphah97F0",,"4.3","433","2026-08-17T12:53:31.136224+00:00","false",,,,,,,,,"https://thehouseofindocafe.com/indocafe-peranakan-dining/","own"
"10 Sinaran Dr, #04 02 Square 2, Singapore 307506","Indonesian restaurant","#04 02 Square 2",,"100",,"Singapore 307506","contact@indosouppadang.com","contact_page","false","true","false","false","1.3206513","hot","103.8443689","https://www.google.com/maps/place/Indosoup+Padang/data=!4m7!3m6!1s0x31da190009a749eb:0x9808550a5357ba10!8m2!3d1.3206513!4d103.8443689!16s%2Fg%2F11xgxls5wf!19sChIJ60mnCQAZ2jERELpXUwpVCJg","true","Indosoup Padang",,"Monday: 9 AM–7:30 PM","Tuesday: 9 AM–7:30 PM","Wednesday: 9 AM–7:30 PM","Thursday: 9 AM–7:30 PM","Friday: 9 AM–7:30 PM","Saturday: 9 AM–7:30 PM","Sunday: 9 AM–7 PM","1","no_marketing",,"+65 8786 3687","ChIJ60mnCQAZ2jERELpXUwpVCJg",,"4.4","43","2026-08-17T12:53:41.937186+00:00","true","https://www.facebook.com/Indosoupsingapore-106843235102001","https://www.instagram.com/indosoupsingapore/",,,,,,,"https://www.indosouppadang.com/","own"
"220 Orchard Rd, B1-04/05 Midpoint Orchard, Singapore 238852","Cafe","B1-04/05 Midpoint Orchard",,"25",,"Singapore 238852",,,"false","true","false","false","1.3017142","warm","103.8387216","https://www.google.com/maps/place/Jtown+Cafe/data=!4m7!3m6!1s0x31da19913385be13:0x1b399aca74759ac6!8m2!3d1.3017142!4d103.8387216!16s%2Fg%2F1tls0c2f!19sChIJE76FM5EZ2jERxpp1dMqaORs",,"Jtown Cafe",,"Monday: Closed","Tuesday: 11:45 AM–8 PM","Wednesday: 11:45 AM–8 PM","Thursday: 11:45 AM–8 PM","Friday: 11:45 AM–8:15 PM","Saturday: 11:45 AM–8:15 PM","Sunday: 11:30 AM–8 PM","1","needs_website",,"+65 9230 5040","ChIJE76FM5EZ2jERxpp1dMqaORs",,"4.3","627","2026-08-17T12:53:53.809140+00:00","false",,,,,,,,,"https://m.facebook.com/pages/category/Cafe/Jtown-Cafe-190066049482/","social"
"304 Orchard Rd, #04-25/27, Singapore 238863","Indonesian restaurant","#04-25/27","wordpress","50",,"Singapore 238863",,,"false","true","false","false","1.3045795","warm","103.8340621","https://www.google.com/maps/place/Ayam+Penyet+Ria+-+Lucky+Plaza/data=!4m7!3m6!1s0x31da1992129014d1:0x869f55c820947fad!8m2!3d1.3045795!4d103.8340621!16s%2Fg%2F1tdd2smt!19sChIJ0RSQEpIZ2jERrX-UIMhVn4Y","true","Ayam Penyet Ria - Lucky Plaza",,,,,,,,,"1","no_marketing",,"+65 6235 7385","ChIJ0RSQEpIZ2jERrX-UIMhVn4Y",,"4","1146","2026-08-17T12:53:55.846011+00:00","true",,,,,,,,,"https://ayampenyetria.com/","own"
"391A Orchard Rd, #05 - 29, Singapore 238873","Thai restaurant","#05 - 29","wordpress","50","2026","Singapore 238873",,,"false","false","true","false","1.3027417","warm","103.8344403","https://www.google.com/maps/place/Bali+Thai+%28Ngee+Ann+City%29/data=!4m7!3m6!1s0x31da1991f188a28f:0x46a977642e98ee99!8m2!3d1.3027417!4d103.8344403!16s%2Fg%2F11g0vz62fx!19sChIJj6KI8ZEZ2jERme6YLmR3qUY","true","Bali Thai (Ngee Ann City)",,,,,,,,,"1","stale_site",,"+65 6235 5125","ChIJj6KI8ZEZ2jERme6YLmR3qUY",,"4.6","831","2026-08-17T12:54:02.538992+00:00","true","https://www.facebook.com/balithaisingapore/",,,,,,"google_analytics",,"http://www.balithai.com.sg/","own"
"730 N Bridge Rd, Singapore 198698","Takeout Restaurant","730 N Bridge Rd",,"25",,"Singapore 198698",,,"false","true","false","false","1.3027436","warm","103.8591025","https://www.google.com/maps/place/Irna%27s+Taste+Food+%26+Cakes/data=!4m7!3m6!1s0x31da19e3239d24ff:0x786e0fd55d262a56!8m2!3d1.3027436!4d103.8591025!16s%2Fg%2F11t630dnps!19sChIJ_ySdI-MZ2jERViomXdUPbng",,"Irna's Taste Food & Cakes",,"Monday: Closed","Tuesday: 11 AM–7 PM","Wednesday: 11 AM–7 PM","Thursday: 11 AM–7 PM","Friday: 11 AM–8 PM","Saturday: 11 AM–8 PM","Sunday: 11 AM–8 PM","1","needs_website",,"+65 8895 0735","ChIJ_ySdI-MZ2jERViomXdUPbng",,"4.8","122","2026-08-17T12:54:03.441453+00:00","false",,,,,,,,,"https://sites.google.com/view/irnastastefoodandcakes","social"
"31 Arab St, Singapore 199730","Halal restaurant","31 Arab St",,"40",,"Singapore 199730",,,"false","false","false","false","1.3005084","cold","103.8596527","https://www.google.com/maps/place/Ratu+Lemper/data=!4m7!3m6!1s0x31da19b1040b4959:0xc86e898dcc5fb2e!8m2!3d1.3005084!4d103.8596527!16s%2Fg%2F11crzzv42w!19sChIJWUkLBLEZ2jERLvvF3Jjohgw",,"Ratu Lemper",,"Monday: Closed","Tuesday: 10 AM–6 PM","Wednesday: 10 AM–6 PM","Thursday: 10 AM–6 PM","Friday: 10 AM–6 PM","Saturday: 10 AM–6 PM","Sunday: 10 AM–6 PM","0",,,"+65 9813 2450","ChIJWUkLBLEZ2jERLvvF3Jjohgw",,"4.5","113","2026-08-17T12:54:22.666048+00:00","false",,,,,,,,,"http://www.ratulemper.com/","own"
"162 Rochor Rd, Singapore 188437","Halal restaurant","162 Rochor Rd","wix","50",,"Singapore 188437",,,"false","true","false","true","1.3008967","warm","103.8553637","https://www.google.com/maps/place/Warung+Leko/data=!4m7!3m6!1s0x31da19007c4e6f23:0x55ec356d022a2f71!8m2!3d1.3008967!4d103.8553637!16s%2Fg%2F11yj7t00fp!19sChIJI29OfAAZ2jERcS8qAm017FU","true","Warung Leko",,"Monday: 11 AM–10 PM","Tuesday: 11 AM–10 PM","Wednesday: 11 AM–10 PM","Thursday: 11 AM–10 PM","Friday: 11 AM–10 PM","Saturday: 11 AM–10 PM","Sunday: 10 AM–10 PM","1","no_marketing",,"+65 8503 7499","ChIJI29OfAAZ2jERcS8qAm017FU",,"4.8","445","2026-08-17T12:56:02.152980+00:00","true","https://www.facebook.com/warunglekosg","https://www.instagram.com/warunglekosg",,,,,,,"https://www.warungleko.sg/","own"
"304 Orchard Rd, #01-71 Lucky Plaza, Singapore 238863","Indonesian restaurant","#01-71 Lucky Plaza",,"100",,"Singapore 238863","sales@indoexpressfood.com","contact_page","false","true","false","true","1.3044367","hot","103.8340348","https://www.google.com/maps/place/Indo+Express/data=!4m7!3m6!1s0x31da19665f8082a7:0x212b6eaded14c84a!8m2!3d1.3044367!4d103.8340348!16s%2Fg%2F11nmqdtlhk!19sChIJp4KAX2YZ2jERSsgU7a1uKyE","true","Indo Express",,"Monday: 10 AM–8 PM","Tuesday: 10 AM–8 PM","Wednesday: 10 AM–8 PM","Thursday: 10 AM–8 PM","Friday: 10 AM–8 PM","Saturday: 10 AM–8 PM","Sunday: 9 AM–8:30 PM","1","no_marketing",,"+65 9188 1260","ChIJp4KAX2YZ2jERSsgU7a1uKyE",,"4.6","437","2026-08-17T12:56:23.449214+00:00","true",,"https://www.instagram.com/indoexpressluckyplaza/",,,,,,,"http://www.indoexpressfood.com/","own"
"313 Orchard Rd, #B3 - 49, Singapore 238895","Restaurant","#B3 - 49","wordpress","100",,"Singapore 238895","papaayamteam.mgmt@gmail.com%20","mailto_link","false","true","false","true","1.3010517","hot","103.8384228","https://www.google.com/maps/place/Papa+Ayam+313@somerset/data=!4m7!3m6!1s0x31da19e5146d7b03:0x7ee1e5bc6a297ab7!8m2!3d1.3010517!4d103.8384228!16s%2Fg%2F11h3c4nv3l!19sChIJA3ttFOUZ2jERt3oparzl4X4","true","Papa Ayam 313@somerset",,"Monday: 10:30 AM–9:30 PM","Tuesday: 10:30 AM–9:30 PM","Wednesday: 10:30 AM–9:30 PM","Thursday: 10:30 AM–9:30 PM","Friday: 10:30 AM–9:30 PM","Saturday: 10:30 AM–9:30 PM","Sunday: 10:30 AM–9:30 PM","1","no_marketing",,"+65 8698 3921","ChIJA3ttFOUZ2jERt3oparzl4X4",,"4.5","451","2026-08-17T12:59:06.841523+00:00","true","https://www.facebook.com/papaayamsg/","https://www.instagram.com/p/CE1M-WyBDKb/",,,,,,,"http://www.papaayam.com/","own"
"180 Kitchener Rd, B3-04 CITY SQUARE MALL, Singapore 208539","Hawker stall","B3-04 CITY SQUARE MALL","shopify","50","2026","Singapore 208539",,,"true","true","true","true","1.3113982","cold","103.8565897","https://www.google.com/maps/place/HJH+Maimunah+Mini+City+Square/data=!4m7!3m6!1s0x31da195be3443bcf:0x1dd6699c7b4b7384!8m2!3d1.3113982!4d103.8565897!16s%2Fg%2F11vxprdt_v!19sChIJzztE41sZ2jERhHNLe5xp1h0","true","HJH Maimunah Mini City Square",,"Monday: 10 AM–9 PM","Tuesday: 10 AM–9 PM","Wednesday: 10 AM–9 PM","Thursday: 10 AM–9 PM","Friday: 10 AM–9 PM","Saturday: 10 AM–9 PM","Sunday: 10 AM–9 PM","0",,,"+65 6291 3132","ChIJzztE41sZ2jERhHNLe5xp1h0",,"4.2","319","2026-08-17T13:03:50.261663+00:00","true","https://facebook.com/maimunahfoods","http://instagram.com/hjhmaimunahrestaurant",,"https://www.tiktok.com/@hjhmaimunahrestaurant",,,"google_analytics",,"https://www.hjmaimunah.com/","own"
"6 Raffles Blvd, #03-131 Marina Square, Singapore 039594","Indonesian restaurant","#03-131 Marina Square","wordpress","100",,"Singapore 039594","john@oddle.me","raw_source","false","true","true","true","1.2912061","warm","103.8576768","https://www.google.com/maps/place/Taliwang+Restaurant/data=!4m7!3m6!1s0x31da1922209bc587:0xfed0da27c9454c02!8m2!3d1.2912061!4d103.8576768!16s%2Fg%2F11h3mv77nz!19sChIJh8WbICIZ2jERAkxFySfa0P4","true","Taliwang Restaurant",,,,,,,,,"0",,,"+65 6041 1665","ChIJh8WbICIZ2jERAkxFySfa0P4",,"3.8","308","2026-08-17T13:03:56.670742+00:00","true",,,,,,,"google_analytics","meta_pixel","https://taliwang.oddle.me/","own"
"73 Sultan Gate, Singapore 198497","Buffet restaurant","73 Sultan Gate","wix","100","2020","Singapore 198497","reservation@gedungkuning.sg","contact_page","false","true","false","true","1.302283","hot","103.8602041","https://www.google.com/maps/place/Permata+Singapore/data=!4m7!3m6!1s0x31da19eb6f2b5979:0x4947ec829a7084d4!8m2!3d1.302283!4d103.8602041!16s%2Fg%2F11pc1m95nf!19sChIJeVkrb-sZ2jER1IRwmoLsR0k","true","Permata Singapore",,"Monday: 12–2:30 PM6–9:30 PM","Tuesday: 12–2:30 PM6–9:30 PM","Wednesday: 12–2:30 PM6–9:30 PM","Thursday: 12–2:30 PM6–9:30 PM","Friday: 12–2:30 PM6–9:30 PM","Saturday: 12–2:30 PM5–7 PM7:30–9:30 PM","Sunday: 12–2:30 PM6–9:30 PM","2","stale_site","no_marketing","+65 9082 9941","ChIJeVkrb-sZ2jER1IRwmoLsR0k",,"4.4","679","2026-08-17T13:08:03.037362+00:00","true",,,,,,,,,"https://www.gedungkuning.sg/","own"
"Jl. Dewisita No.09C, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Indonesian restaurant","Bali",,"100","2024","Indonesia","reservations@restaurantnusantara.com","mailto_link","false","true","true","true","-8.5098135","warm","115.2624829","https://www.google.com/maps/place/Nusantara+by+Locavore+Group/data=!4m7!3m6!1s0x2dd23dfe1fd297ad:0x5d1782af3e6fe824!8m2!3d-8.5098135!4d115.2624829!16s%2Fg%2F11t5ssjyh3!19sChIJrZfSH_490i0RJOhvPq-CF10","true","Nusantara by Locavore Group",,"Monday: 6–9:30 PM","Tuesday: 12–2:30 PM6–9:30 PM","Wednesday: 12–2:30 PM6–9:30 PM","Thursday: 12–2:30 PM6–9:30 PM","Friday: 12–2:30 PM6–9:30 PM","Saturday: 12–2:30 PM6–9:30 PM","Sunday: 12–2:30 PM6–9:30 PM","0",,,"+62 877-4741-1496","ChIJrZfSH_490i0RJOhvPq-CF10",,"4.6","971","2026-08-17T13:08:57.668350+00:00","true","https://www.facebook.com/NusantaraByLocavore","https://instagram.com/restaurantnusantara",,,,"https://www.youtube.com/channel/UCuaHS2GaDkbJfbuZTLdWIEA","google_analytics",,"https://locavorenxt.com/family/nusantara","own"
"808D Choa Chu Kang Ave 1, Singapore 684808","Delivery Restaurant","808D Choa Chu Kang Ave 1",,"25",,"Singapore 684808",,,"false","true","false","false","1.3749135","warm","103.7455863","https://www.google.com/maps/place/Kitchen+Nusantara+Singapore/data=!4m7!3m6!1s0x31da11bbb1a615d5:0xc21d706eb0e3e02e!8m2!3d1.3749135!4d103.7455863!16s%2Fg%2F11z8rz87rf!19sChIJ1RWmsbsR2jERLuDjsG5wHcI",,"Kitchen Nusantara Singapore",,"Monday: 7 AM–3 PM","Tuesday: 7 AM–3 PM","Wednesday: 7 AM–3 PM","Thursday: 7 AM–3 PM","Friday: Closed","Saturday: 7 AM–3 PM","Sunday: 7 AM–3 PM","2","needs_website","weak_reviews","+65 8218 8740","ChIJ1RWmsbsR2jERLuDjsG5wHcI",,"3.5","2","2026-08-17T13:09:16.049698+00:00","false",,,,,,,,,"https://beacons.ai/kitchennusantara","link_hub"
"Pasir Putih Residence Blk. C No.7, Sadai, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia","Food manufacturer","Kepulauan Riau",,"100","2026","Indonesia","team@latofonts.com","raw_source","false","true","true","false","1.1551697","hot","104.0302517","https://www.google.com/maps/place/Nusantara+Kitchen+Indonesia/data=!4m7!3m6!1s0x31d989cec418168f:0x47350fcb6eaa44b2!8m2!3d1.1551697!4d104.0302517!16s%2Fg%2F11v_5l9f8d!19sChIJjxYYxM6J2TERskSqbssPNUc","true","Nusantara Kitchen Indonesia",,"Monday: 8 AM–5 PM","Tuesday: 8 AM–5 PM","Wednesday: 8 AM–5 PM","Thursday: 8 AM–5 PM","Friday: 8 AM–5 PM","Saturday: 9 AM–1 PM","Sunday: Closed","1","weak_reviews",,"+62 812-6682-8865","ChIJjxYYxM6J2TERskSqbssPNUc",,"5","9","2026-08-17T13:09:42.058361+00:00","true","https://www.facebook.com/honshitsuhomekitchen?mibextid=LQQJ4d","https://www.instagram.com/honshitsu.kitchen.sg?igshid=NzZlODBkYWE4Ng==",,,,"https://www.youtube.com/@walkersolutions6722","google_analytics",,"https://www.nusantara-kitchen.com/","own"
"Level 9, Main Lobby, Sunway Putra Hotel, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","Indonesian restaurant","Wilayah Persekutuan Kuala Lumpur",,"100","2024","Malaysia","spkl.rmn@sunwayhotels.com","mailto_link","false","true","true","true","3.1667247","warm","101.6930213","https://www.google.com/maps/place/Rumah+Makan+Nusantara+by+Sunway+Putra+Hotel/data=!4m7!3m6!1s0x31cc49683864a4cf:0x6312fc088ca390d1!8m2!3d3.1667247!4d101.6930213!16s%2Fg%2F11vdnt6nvd!19sChIJz6RkOGhJzDER0ZCjjAj8EmM","true","Rumah Makan Nusantara by Sunway Putra Hotel",,"Monday: 12–10 PM","Tuesday: 12–10 PM","Wednesday: 12–10 PM","Thursday: 12–10 PM","Friday: 12–10 PM","Saturday: 12–10 PM","Sunday: Closed","0",,,"+60 3-4040 9888","ChIJz6RkOGhJzDER0ZCjjAj8EmM",,"4.8","195","2026-08-17T13:09:53.439839+00:00","true","https://www.facebook.com/sunwayputrahotelkl","https://www.instagram.com/sunwayputrahotel/",,"https://www.tiktok.com/@sunwayputrahotel?_r=1&_t=ZS-926GxaN99pk",,,"google_analytics",,"https://www.sunwayhotels.com/sunway-putra/dining/rmnusantara","own"
"01, Jalan Harmonium 35/1, Taman Desa Tebrau, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia","Halal restaurant","Johor Darul Ta'zim",,"100",,"Malaysia","hi@wa.link","contact_page","false","true","false","true","1.5546503","hot","103.7893314","https://www.google.com/maps/place/Restoran+Sambal+Bakar+Nusantara,+Tebrau,+Johor+Bahru+%28Best+Sambal+Bakar+in+Johor+Bahru%29/data=!4m7!3m6!1s0x31da6f0035fab64d:0x4e94b2f0f43e0961!8m2!3d1.5546503!4d103.7893314!16s%2Fg%2F11w4sb8t_l!19sChIJTbb6NQBv2jERYQk-9PCylE4","true","Restoran Sambal Bakar Nusantara, Tebrau, Johor Bahru (Best Sambal Bakar in Johor Bahru)",,"Monday: 8 AM–10 PM","Tuesday: 8 AM–10 PM","Wednesday: 8 AM–10 PM","Thursday: 8 AM–10 PM","Friday: 8 AM–10 PM","Saturday: 8 AM–10 PM","Sunday: 8 AM–10 PM","1","no_marketing",,"+60 11-7024 5066","ChIJTbb6NQBv2jERYQk-9PCylE4",,"4.7","127","2026-08-17T13:10:03.547726+00:00","true","https://www.facebook.com/profile.php?id=100064758844406","https://www.instagram.com/whatsapp/?hl=en",,,"https://x.com/whatsapp","https://www.youtube.com/channel/UCAuerig2N-RZWJT8x75V9yw",,,"https://wa.link/v1lwq3","own"
"107 Killiney Rd, Singapore 239554",,"107 Killiney Rd",,"25",,"Singapore 239554",,,"false","true","false","false","1.2981289","warm","103.8388316","https://www.google.com/maps/place/Nusantara+Resto+%28Indonesian+Restaurant%29/data=!4m7!3m6!1s0x31da199a1ca0accd:0xde78b848df010bd!8m2!3d1.2981289!4d103.8388316!16s%2Fg%2F1tfzt__7!19sChIJzaygHJoZ2jERvRDwjYSL5w0",,"Nusantara Resto (Indonesian Restaurant)",,,,,,,,,"2","needs_website","weak_reviews","+65 6738 1049","ChIJzaygHJoZ2jERvRDwjYSL5w0",,"4.2","11","2026-08-17T13:11:06.133569+00:00","false",,,,,,,,,"https://www.facebook.com/NusantaraFusion/","social"
"304 Orchard Rd, #03-36-37 Lucky Plaza, Singapore 238863","Indonesian restaurant","#03-36-37 Lucky Plaza",,"40",,"Singapore 238863",,,"false","true","false","true","1.3046547","cold","103.8340113","https://www.google.com/maps/place/Ayam+Penyet+President+-+Lucky+Plaza/data=!4m7!3m6!1s0x31da19926e098991:0x908f134fcc7e45a5!8m2!3d1.3046547!4d103.8340113!16s%2Fg%2F11vj71n24m!19sChIJkYkJbpIZ2jERpUV-zE8Tj5A",,"Ayam Penyet President - Lucky Plaza",,"Monday: 10:30 AM–8:30 PM","Tuesday: 10:30 AM–8:30 PM","Wednesday: 10:30 AM–8:30 PM","Thursday: 10:30 AM–8:30 PM","Friday: 10:30 AM–8:30 PM","Saturday: 10 AM–8:30 PM","Sunday: 10 AM–8:30 PM","0",,,"+65 6735 1262","ChIJkYkJbpIZ2jERpUV-zE8Tj5A",,"4.4","672","2026-08-17T13:14:54.048354+00:00","false",,,,,,,,,"https://ayampresident.com/contact-us/","own"
"106 Bidadari Park Dr, #01-05, MR03 Alkaff Vista, Singapore 340106","Indonesian restaurant","MR03 Alkaff Vista",,"50",,"Singapore 340106",,,"false","true","true","true","1.3341255","cold","103.8708376","https://www.google.com/maps/place/TEK-TEK+Bidadari/data=!4m7!3m6!1s0x31da1774244fab7b:0x4b7990f8d51a586!8m2!3d1.3341255!4d103.8708376!16s%2Fg%2F11yl767gbg!19sChIJe6tPJHQX2jERhqVRjQ-ZtwQ","true","TEK-TEK Bidadari",,"Monday: 9 AM–8:30 PM","Tuesday: 9 AM–8:30 PM","Wednesday: 9 AM–8:30 PM","Thursday: 9 AM–8:30 PM","Friday: 9 AM–8:30 PM","Saturday: 9 AM–8:30 PM","Sunday: 9 AM–8:30 PM","0",,,"+65 8899 2840","ChIJe6tPJHQX2jERhqVRjQ-ZtwQ",,"4.3","40","2026-08-17T13:16:08.033668+00:00","true","https://www.facebook.com/grabsg","https://www.instagram.com/grabfoodsg",,,"https://twitter.com/grabsg",,"google_analytics","meta_pixel","https://food.grab.com/sg/en/restaurant/tek-tek-indonesian-streetfood-bidadari-park-drive-delivery/4-C7UECAD1RJ2KEX?","own"
"Our Tampines Hub, 1 Tampines Walk, #B1-47A, Singapore 528523","Indonesian restaurant","#B1-47A","wordpress","100",,"Singapore 528523","enquiry@minang.sg","mailto_link","false","true","true","true","1.3536011","warm","103.9396535","https://www.google.com/maps/place/Rumah+Makan+Minang+-+Our+Tampines+Hub/data=!4m7!3m6!1s0x31da3d71240d609d:0x83e4881ce4d1e9a1!8m2!3d1.3536011!4d103.9396535!16s%2Fg%2F11f3n3wkfz!19sChIJnWANJHE92jERoenR5ByI5IM","true","Rumah Makan Minang - Our Tampines Hub",,,,,,,,,"0",,,"+65 6977 7065","ChIJnWANJHE92jERoenR5ByI5IM",,"4.5","1064","2026-08-17T13:18:50.650205+00:00","true","https://www.facebook.com/minang.sg/","https://www.instagram.com/minang.sg/?hl=en",,"https://www.tiktok.com/@rumah.makan.minang",,,"google_analytics","meta_pixel","https://www.minang.sg/","own"
